Modoc  - by Zip Code 2020,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
96006,743.681,437,1244.246,Rate is stable
96015,40.236,26.954,60.074,Rate is stable
96054,505.404,386.99,664.754,Rate is stable
96056,459.078,424.376,497.294,Rate is stable
96101,500.338,480.818,520.738,Rate is stable
96104,386.955,335.557,464.716,Rate is stable
96108,19.762,11.656,32.142,Rate is stable
96112,1756.292,1510.508,2050.417,Rate is stable
96115,15.559,7.811,107.391,Rate is stable
96116,56.034,42.003,73.71,Rate is stable
California,333.302,333.129,333.475,Rate is stable
Modoc,417.787,404.447,431.539,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
