Riverside  - by Zip Code 2020,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
91752,365.369,358.853,371.986,Rate is stable
92028,340.861,335.867,345.924,Rate is stable
92059,668.595,617.217,723.692,Rate is stable
92201,319.432,315.337,323.572,Rate is stable
92203,329.176,322.862,335.615,Rate is stable
92210,320.784,298.521,345.802,Rate is stable
92211,418.843,409.418,428.516,Rate is stable
92220,459.244,452.199,466.395,Rate is stable
92223,438.042,432.602,443.543,Rate is stable
92225,520.101,510.518,529.862,Rate is stable
92230,1811.328,1546.988,2114.826,Rate is stable
92234,382.775,377.928,387.677,Rate is stable
92236,195.63,191.047,200.325,Rate is stable
92239,669.506,406.988,1079.742,Rate is stable
92240,511.172,504.073,518.358,Rate is stable
92241,429.427,414.23,445.235,Rate is stable
92253,317.533,312.453,322.694,Rate is stable
92254,236.269,224.337,248.864,Rate is stable
92260,392.31,385.928,398.809,Rate is stable
92262,498.241,490.627,505.981,Rate is stable
92264,513.137,500.329,526.278,Rate is stable
92270,518.992,503.44,535.394,Rate is stable
92274,246.319,238.464,254.422,Rate is stable
92276,436.131,418.288,454.873,Rate is stable
92282,499.012,460.777,540.181,Rate is stable
92320,543.051,528.488,558.087,Rate is stable
92324,376.99,371.809,382.235,Rate is stable
92337,273.232,266.875,279.802,Rate is stable
92373,441.928,434.982,448.977,Rate is stable
92399,534.459,528.587,540.388,Rate is stable
92501,490.156,479.521,501.03,Rate is stable
92503,394.402,390.314,398.527,Rate is stable
92504,400.882,395.856,405.963,Rate is stable
92505,378.968,373.421,384.587,Rate is stable
92506,383.003,377.74,388.335,Rate is stable
92507,394.913,388.763,401.15,Rate is stable
92508,327.904,321.868,334.049,Rate is stable
92509,351.862,347.489,356.283,Rate is stable
92518,1573.243,1431.105,1730.678,Rate is stable
92530,512.955,506.729,519.251,Rate is stable
92532,504.312,491.99,517.091,Rate is stable
92536,724.487,687.841,763.619,Rate is stable
92539,580.299,558.858,602.764,Rate is stable
92543,855.015,845.855,864.269,Rate is stable
92544,617.856,611.205,624.571,Rate is stable
92545,635.8,628.181,643.512,Rate is stable
92548,464.998,449.851,480.606,Rate is stable
92549,1084.852,1020.622,1152.759,Rate is stable
92551,352.228,344.599,360.068,Rate is stable
92553,386.736,381.665,391.869,Rate is stable
92555,398.147,391.518,404.887,Rate is stable
92557,355.886,350.555,361.291,Rate is stable
92561,791.361,652.55,978.749,Rate is stable
92562,412.629,407.883,417.423,Rate is stable
92563,461.031,455.637,466.483,Rate is stable
92567,368.54,356.305,381.181,Rate is stable
92570,321.392,316.681,326.164,Rate is stable
92571,350.21,343.901,356.672,Rate is stable
92582,731.772,715.748,748.188,Rate is stable
92583,514.918,507.253,522.683,Rate is stable
92584,457.184,451.43,463,Rate is stable
92585,447.693,438.947,456.586,Rate is stable
92586,753.439,740.602,766.55,Rate is stable
92587,492.293,481.965,502.841,Rate is stable
92590,358.851,342.072,376.43,Rate is stable
92591,383.971,377.93,390.096,Rate is stable
92592,339.342,335.363,343.363,Rate is stable
92595,482.926,475.362,490.599,Rate is stable
92596,409.362,401.021,417.912,Rate is stable
92860,353.64,347.019,360.39,Rate is stable
92879,342.236,336.922,347.62,Rate is stable
92880,318.257,313.665,322.913,Rate is stable
92881,327.156,320.801,333.631,Rate is stable
92882,318.154,314.029,322.325,Rate is stable
92883,311.64,305.916,317.463,Rate is stable
California,333.302,333.129,333.475,Rate is stable
Riverside,394.531,393.773,395.29,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
