El Dorado  - by Zip Code 2020,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
95614,513.491,486.733,542.031,Rate is stable
95619,607.614,586.64,629.498,Rate is stable
95623,778.808,747.33,811.897,Rate is stable
95629,521.376,472.92,576.956,Rate is stable
95633,616.811,566.627,673.55,Rate is stable
95634,552.533,526.555,580.099,Rate is stable
95635,705.006,633.912,788.867,Rate is stable
95636,563.783,510.261,622.706,Rate is stable
95651,1384.06,1108.385,1729.656,Rate is stable
95664,798.344,718.964,886.131,Rate is stable
95667,557.476,550.164,564.885,Rate is stable
95672,336.91,320.449,354.523,Rate is stable
95682,440.148,433.018,447.393,Rate is stable
95684,813.589,752.119,880.601,Rate is stable
95709,410.197,393.63,427.857,Rate is stable
95720,445.973,338.708,730.504,Rate is stable
95721,0,,,Not applicable
95726,703.058,685.636,720.903,Rate is stable
95735,181.425,55.738,440.813,Rate may be unstable
95762,338.866,333.374,344.472,Rate is stable
96142,326.437,280.084,380.165,Rate is stable
96150,296.276,290.138,302.535,Rate is stable
California,333.302,333.129,333.475,Rate is stable
El Dorado,422.343,419.612,425.09,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
